Associated_count,Time,ID,Room_Capacity,Module,Registered_Students,Hour,Date,Room,Occupancy
27,15:35:46,152015-11-09B003,90,COMP30010,33.0,15,2015-11-09,B003,0.25
25,15:40:42,152015-11-09B003,90,COMP30010,33.0,15,2015-11-09,B003,0.25
24,15:45:50,152015-11-09B003,90,COMP30010,33.0,15,2015-11-09,B003,0.25
20,15:51:06,152015-11-09B003,90,COMP30010,33.0,15,2015-11-09,B003,0.25
19,15:56:39,152015-11-09B003,90,COMP30010,33.0,15,2015-11-09,B003,0.25
11,16:01:53,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
9,16:06:39,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
14,16:11:25,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
12,16:16:38,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
12,16:21:21,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
10,16:26:24,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
13,16:31:37,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
16,16:36:41,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
17,16:41:46,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
14,16:46:48,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
12,16:51:58,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
10,16:57:04,162015-11-09B003,90,COMP30060,35.0,16,2015-11-09,B003,0.25
2,09:03:59,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
1,09:09:19,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
2,09:13:34,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
2,09:18:48,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
2,09:23:22,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
3,09:28:23,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
3,09:33:32,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
3,09:38:33,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
2,09:43:46,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
2,09:48:39,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
8,09:55:38,92015-11-10B003,90,Vacant,-1.0,9,2015-11-10,B003,0.0
9,10:00:54,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
11,10:05:33,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
11,10:09:43,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
9,10:14:28,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
12,10:19:26,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
13,10:24:46,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
11,10:30:27,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
12,10:35:07,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
16,10:40:39,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
15,10:45:25,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
13,10:50:28,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
23,10:55:57,102015-11-10B003,90,Vacant,-1.0,10,2015-11-10,B003,0.0
32,11:02:17,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
43,11:06:40,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
62,11:11:06,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
62,11:16:29,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
58,11:20:54,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
60,11:26:41,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
59,11:31:10,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
62,11:36:38,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
59,11:41:29,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
66,11:46:28,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
64,11:52:32,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
58,11:57:59,112015-11-10B003,90,COMP10280,56.0,11,2015-11-10,B003,0.5
38,12:08:32,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
29,12:12:09,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
31,12:17:05,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
25,12:22:02,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
29,12:27:10,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
26,12:32:21,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
25,12:37:31,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
25,12:42:48,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
22,12:47:58,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
25,12:53:40,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
22,12:59:12,122015-11-10B003,90,Vacant,-1.0,12,2015-11-10,B003,0.5
17,13:04:43,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
10,13:09:29,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
9,13:13:49,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
8,13:18:44,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
8,13:23:36,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
7,13:28:33,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
8,13:33:39,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
9,13:38:48,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
13,13:44:17,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
9,13:49:28,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
9,13:55:14,132015-11-10B003,90,Career opportunities talks,,13,2015-11-10,B003,0.25
16,14:00:54,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
20,14:05:40,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
21,14:09:56,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
19,14:14:45,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
19,14:19:45,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
19,14:24:43,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
25,14:35:05,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
31,14:40:14,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
30,14:45:30,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
34,14:51:09,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
36,14:56:22,142015-11-10B003,90,Vacant,-1.0,14,2015-11-10,B003,0.25
23,15:02:04,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
17,15:06:28,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
13,15:10:59,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
17,15:15:50,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
15,15:20:48,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
14,15:25:53,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
18,15:30:55,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
17,15:36:07,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
16,15:41:07,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
17,15:46:12,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
15,15:51:49,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
9,15:57:07,152015-11-10B003,90,Vacant,-1.0,15,2015-11-10,B003,0.25
6,16:02:23,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
5,16:07:17,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
7,16:11:52,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
5,16:16:48,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
4,16:21:41,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
5,16:26:48,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
4,16:31:51,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
4,16:36:57,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
4,16:42:01,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
3,16:47:07,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
3,16:52:25,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
1,16:57:38,162015-11-10B003,90,Vacant,-1.0,16,2015-11-10,B003,0.0
0,09:04:34,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
0,09:09:29,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
0,09:14:24,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
0,09:19:17,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
0,09:24:21,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
0,09:29:24,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
0,09:35:33,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
2,09:39:42,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
4,09:44:59,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
4,09:50:49,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
7,09:55:46,92015-11-11B003,90,COMP47300 (Lecture),0.0,9,2015-11-11,B003,0.0
3,10:00:49,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
4,10:05:48,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
3,10:10:23,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
7,10:15:20,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
9,10:20:21,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
9,10:25:26,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
9,10:30:30,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
10,10:35:33,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
10,10:40:40,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
10,10:45:51,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
10,10:51:43,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
8,10:57:07,102015-11-11B003,90,COMP47300 (Practical),0.0,10,2015-11-11,B003,0.0
7,11:08:11,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
6,11:11:29,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
7,11:16:19,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
12,11:21:32,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
14,11:26:27,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
15,11:31:30,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
16,11:36:43,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
19,11:41:47,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
29,11:46:57,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
32,11:52:14,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
44,11:58:13,112015-11-11B003,90,COMP47300 (Practical),0.0,11,2015-11-11,B003,0.75
40,12:03:11,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
53,12:08:00,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
66,12:12:36,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
85,12:17:33,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
96,12:22:29,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
97,12:27:43,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
94,12:32:47,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
92,12:37:59,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
88,12:43:08,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
87,12:48:24,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
91,12:53:50,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
89,12:59:56,122015-11-11B003,90,COMP30080,73.0,12,2015-11-11,B003,0.75
82,13:10:24,132015-11-11B003,90,COMP30080,73.0,13,2015-11-11,B003,0.75
88,13:13:58,132015-11-11B003,90,COMP30080,73.0,13,2015-11-11,B003,0.75
87,13:18:51,132015-11-11B003,90,COMP30080,73.0,13,2015-11-11,B003,0.75
82,13:24:00,132015-11-11B003,90,COMP30080,73.0,13,2015-11-11,B003,0.75
88,13:29:00,132015-11-11B003,90,COMP30080,73.0,13,2015-11-11,B003,0.75
91,13:34:07,132015-11-11B003,90,COMP30080,73.0,13,2015-11-11,B003,0.75
93,13:39:05,132015-11-11B003,90,COMP30080,73.0,13,2015-11-11,B003,0.75
96,13:44:22,132015-11-11B003,90,COMP30080,73.0,13,2015-11-11,B003,0.75
92,13:49:31,132015-11-11B003,90,COMP30080,73.0,13,2015-11-11,B003,0.75
87,13:54:57,132015-11-11B003,90,COMP30080,73.0,13,2015-11-11,B003,0.75
77,14:00:45,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
51,14:05:48,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
46,14:10:17,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
43,14:14:49,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
45,14:19:53,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
39,14:24:49,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
37,14:30:02,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
34,14:35:04,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
36,14:40:08,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
35,14:45:14,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
30,14:50:31,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
21,14:56:09,142015-11-11B003,90,COMP47300,0.0,14,2015-11-11,B003,0.5
9,15:01:42,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
6,15:06:40,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
7,15:11:08,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
7,15:15:46,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
4,15:20:50,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
2,15:26:03,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
2,15:31:08,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
2,15:36:12,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
2,15:41:22,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
4,15:46:37,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
4,15:51:49,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
4,15:57:44,152015-11-11B003,90,COMP47300,0.0,15,2015-11-11,B003,0.25
4,16:02:39,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
11,16:07:26,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
15,16:12:04,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
19,16:16:55,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
21,16:21:54,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
22,16:26:50,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
22,16:31:59,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
22,16:37:07,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
23,16:42:10,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
23,16:47:19,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
23,16:52:33,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
23,16:58:09,162015-11-11B003,90,Vacant,-1.0,16,2015-11-11,B003,0.5
5,09:00:25,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
5,09:05:30,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
6,09:10:05,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
5,09:14:42,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
5,09:20:31,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
5,09:25:07,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
7,09:34:49,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
7,09:39:49,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
7,09:45:11,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
4,09:50:17,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
14,09:55:57,92015-11-12B003,90,COMP30060,42.0,9,2015-11-12,B003,0.0
13,10:01:26,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
8,10:06:39,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
6,10:10:55,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
4,10:15:51,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
5,10:20:46,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
5,10:25:57,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
6,10:30:49,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
4,10:36:07,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
3,10:41:09,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
3,10:46:23,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
4,10:51:38,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
1,10:57:32,102015-11-12B003,90,Vacant,-1.0,10,2015-11-12,B003,0.0
1,11:03:05,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
5,11:08:03,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
5,11:12:09,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
7,11:17:07,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
9,11:22:05,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
14,11:27:01,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
7,11:32:06,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
9,11:37:17,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
9,11:42:20,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
8,11:47:23,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
7,11:53:08,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
13,11:59:00,112015-11-12B003,90,Vacant,-1.0,11,2015-11-12,B003,0.25
36,12:03:59,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
62,12:08:33,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
71,12:13:18,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
70,12:18:19,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
66,12:23:18,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
69,12:28:16,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
69,12:33:29,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
69,12:38:29,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
69,12:43:40,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
69,12:49:06,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
69,12:54:34,122015-11-12B003,90,COMP10280,56.0,12,2015-11-12,B003,0.25
75,13:00:04,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
69,13:05:08,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
24,13:09:57,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
14,13:14:36,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
9,13:19:35,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
12,13:24:27,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
14,13:29:29,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
16,13:34:42,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
15,13:39:48,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
16,13:44:55,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
17,13:50:15,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
20,13:55:51,132015-11-12B003,90,Career opportunities talks,,13,2015-11-12,B003,0.0
25,14:01:17,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
23,14:06:23,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
18,14:10:35,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
17,14:15:20,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
17,14:20:28,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
17,14:25:21,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
19,14:30:30,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
22,14:35:39,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
19,14:40:39,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
19,14:45:53,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
22,14:51:02,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
14,14:56:46,142015-11-12B003,90,COMP47300,0.0,14,2015-11-12,B003,0.25
14,15:02:01,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
8,15:07:11,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
11,15:11:35,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
12,15:16:25,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
12,15:21:27,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
13,15:26:26,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
12,15:31:27,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
16,15:36:30,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
14,15:41:31,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
17,15:46:58,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
14,15:51:52,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
13,15:57:18,152015-11-12B003,90,COMP47290,0.0,15,2015-11-12,B003,0.25
15,16:02:46,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
12,16:07:56,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
9,16:12:21,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
12,16:17:16,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
20,16:22:13,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
18,16:27:11,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
15,16:32:16,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
12,16:37:19,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
11,16:42:25,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
10,16:47:38,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
9,16:52:45,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
6,16:57:53,162015-11-12B003,90,COMP47290,0.0,16,2015-11-12,B003,0.0
11,09:02:06,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
15,09:07:24,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
18,09:12:06,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
19,09:16:50,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
19,09:21:53,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
22,09:26:57,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
25,09:32:01,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
25,09:37:04,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
26,09:42:13,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
28,09:47:13,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
28,09:52:29,92015-11-13B003,90,COMP20020,45.0,9,2015-11-13,B003,0.5
