Belfield > Computer Science > B-003,Mon Nov 16 03:30:30 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 03:35:32 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 03:40:31 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 03:45:32 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 03:50:35 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 03:55:35 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 04:00:38 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 04:05:38 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 04:10:37 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 04:15:39 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 04:20:39 GMT+00:00 2015,0,0
Belfield > Computer Science > B-003,Mon Nov 16 04:25:41 GMT+00:00 2015,0,0
