Belfield > Computer Science > B-003,Wed Nov 11 17:32:45 GMT+00:00 2015,18,18
Belfield > Computer Science > B-003,Wed Nov 11 17:37:50 GMT+00:00 2015,15,15
Belfield > Computer Science > B-003,Wed Nov 11 17:42:49 GMT+00:00 2015,14,13
Belfield > Computer Science > B-003,Wed Nov 11 17:47:59 GMT+00:00 2015,14,14
Belfield > Computer Science > B-003,Wed Nov 11 17:53:16 GMT+00:00 2015,13,13
Belfield > Computer Science > B-003,Wed Nov 11 17:58:29 GMT+00:00 2015,14,14
Belfield > Computer Science > B-003,Wed Nov 11 18:03:20 GMT+00:00 2015,15,15
Belfield > Computer Science > B-003,Wed Nov 11 18:08:17 GMT+00:00 2015,14,14
Belfield > Computer Science > B-003,Wed Nov 11 18:13:03 GMT+00:00 2015,14,14
Belfield > Computer Science > B-003,Wed Nov 11 18:18:01 GMT+00:00 2015,11,11
Belfield > Computer Science > B-003,Wed Nov 11 18:23:06 GMT+00:00 2015,10,10
Belfield > Computer Science > B-003,Wed Nov 11 18:28:06 GMT+00:00 2015,11,11
