Belfield > Computer Science > B-003,Thu Nov 05 14:33:35 GMT+00:00 2015,15,15
Belfield > Computer Science > B-003,Thu Nov 05 14:39:15 GMT+00:00 2015,16,16
Belfield > Computer Science > B-003,Thu Nov 05 14:43:49 GMT+00:00 2015,14,13
Belfield > Computer Science > B-003,Thu Nov 05 14:49:00 GMT+00:00 2015,16,16
Belfield > Computer Science > B-003,Thu Nov 05 14:54:46 GMT+00:00 2015,13,13
Belfield > Computer Science > B-003,Thu Nov 05 15:00:31 GMT+00:00 2015,7,7
Belfield > Computer Science > B-003,Thu Nov 05 15:05:16 GMT+00:00 2015,7,7
Belfield > Computer Science > B-003,Thu Nov 05 15:09:33 GMT+00:00 2015,7,7
Belfield > Computer Science > B-003,Thu Nov 05 15:14:38 GMT+00:00 2015,8,7
Belfield > Computer Science > B-003,Thu Nov 05 15:19:21 GMT+00:00 2015,7,7
Belfield > Computer Science > B-003,Thu Nov 05 15:24:24 GMT+00:00 2015,7,7
Belfield > Computer Science > B-003,Thu Nov 05 15:29:25 GMT+00:00 2015,10,10
