Belfield > Computer Science > B-004,Fri Nov 06 11:32:54 GMT+00:00 2015,29,29
Belfield > Computer Science > B-004,Fri Nov 06 11:38:01 GMT+00:00 2015,32,32
Belfield > Computer Science > B-004,Fri Nov 06 11:43:04 GMT+00:00 2015,31,31
Belfield > Computer Science > B-004,Fri Nov 06 11:48:14 GMT+00:00 2015,31,31
Belfield > Computer Science > B-004,Fri Nov 06 11:53:33 GMT+00:00 2015,33,33
Belfield > Computer Science > B-004,Fri Nov 06 11:58:53 GMT+00:00 2015,30,30
Belfield > Computer Science > B-004,Fri Nov 06 12:04:24 GMT+00:00 2015,4,4
Belfield > Computer Science > B-004,Fri Nov 06 12:08:41 GMT+00:00 2015,3,3
Belfield > Computer Science > B-004,Fri Nov 06 12:13:41 GMT+00:00 2015,4,4
Belfield > Computer Science > B-004,Fri Nov 06 12:18:48 GMT+00:00 2015,1,1
Belfield > Computer Science > B-004,Fri Nov 06 12:23:44 GMT+00:00 2015,1,1
Belfield > Computer Science > B-004,Fri Nov 06 12:29:12 GMT+00:00 2015,2,2
