Belfield > Computer Science > B-004,Sat Nov 07 18:33:19 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 18:38:18 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 18:43:23 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 18:48:21 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 18:53:19 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 18:58:23 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 19:03:26 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 19:08:25 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 19:13:25 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 19:18:25 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 19:23:25 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Sat Nov 07 19:28:28 GMT+00:00 2015,0,0
