Belfield > Computer Science > B-002,Mon Nov 09 16:31:37 GMT+00:00 2015,73,73
Belfield > Computer Science > B-002,Mon Nov 09 16:36:41 GMT+00:00 2015,70,70
Belfield > Computer Science > B-002,Mon Nov 09 16:41:46 GMT+00:00 2015,68,68
Belfield > Computer Science > B-002,Mon Nov 09 16:46:48 GMT+00:00 2015,62,62
Belfield > Computer Science > B-002,Mon Nov 09 16:51:58 GMT+00:00 2015,61,61
Belfield > Computer Science > B-002,Mon Nov 09 16:57:04 GMT+00:00 2015,56,56
Belfield > Computer Science > B-002,Mon Nov 09 17:02:13 GMT+00:00 2015,60,59
Belfield > Computer Science > B-002,Mon Nov 09 17:07:15 GMT+00:00 2015,57,57
Belfield > Computer Science > B-002,Mon Nov 09 17:12:05 GMT+00:00 2015,59,59
Belfield > Computer Science > B-002,Mon Nov 09 17:17:05 GMT+00:00 2015,53,53
Belfield > Computer Science > B-002,Mon Nov 09 17:21:13 GMT+00:00 2015,52,52
Belfield > Computer Science > B-002,Mon Nov 09 17:27:07 GMT+00:00 2015,52,52
