Belfield > Computer Science > B-002,Sat Nov 07 16:33:09 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 16:38:10 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 16:43:13 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 16:48:12 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 16:53:14 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 16:58:11 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 17:03:10 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 17:08:13 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 17:13:18 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 17:18:15 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 17:23:18 GMT+00:00 2015,0,0
Belfield > Computer Science > B-002,Sat Nov 07 17:28:15 GMT+00:00 2015,0,0
