Belfield > Computer Science > B-002,Mon Nov 16 16:31:35 GMT+00:00 2015,55,54
Belfield > Computer Science > B-002,Mon Nov 16 16:36:50 GMT+00:00 2015,50,50
Belfield > Computer Science > B-002,Mon Nov 16 16:41:52 GMT+00:00 2015,42,42
Belfield > Computer Science > B-002,Mon Nov 16 16:46:52 GMT+00:00 2015,42,41
Belfield > Computer Science > B-002,Mon Nov 16 16:52:24 GMT+00:00 2015,39,37
Belfield > Computer Science > B-002,Mon Nov 16 16:57:27 GMT+00:00 2015,33,33
Belfield > Computer Science > B-002,Mon Nov 16 17:02:35 GMT+00:00 2015,28,28
Belfield > Computer Science > B-002,Mon Nov 16 17:07:18 GMT+00:00 2015,24,24
Belfield > Computer Science > B-002,Mon Nov 16 17:12:17 GMT+00:00 2015,23,23
Belfield > Computer Science > B-002,Mon Nov 16 17:17:07 GMT+00:00 2015,20,20
Belfield > Computer Science > B-002,Mon Nov 16 17:22:10 GMT+00:00 2015,19,19
Belfield > Computer Science > B-002,Mon Nov 16 17:27:11 GMT+00:00 2015,18,18
